,NC,source,feature,start,end,score,strand,frame,descr
133,NC_000004.12,BestRefSeq,CDS,177433214,177433347,.,-,1,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
134,NC_000004.12,BestRefSeq,CDS,177431708,177431808,.,-,2,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
135,NC_000005.10,BestRefSeq,mRNA,148826611,148828623,.,+,.,"ID=rna-NM_000024.6;Parent=gene-ADRB2;Dbxref=Ensembl:ENST00000305988.6,GeneID:154,Genbank:NM_000024.6,HGNC:HGNC:286,MIM:109690;Name=NM_000024.6;gbkey=mRNA;gene=ADRB2;product=adrenoceptor beta 2;tag=MANE Select;transcript_id=NM_000024.6"
136,NC_000005.10,BestRefSeq,exon,148826611,148828623,.,+,.,"ID=exon-NM_000024.6-1;Parent=rna-NM_000024.6;Dbxref=Ensembl:ENST00000305988.6,GeneID:154,Genbank:NM_000024.6,HGNC:HGNC:286,MIM:109690;gbkey=mRNA;gene=ADRB2;product=adrenoceptor beta 2;tag=MANE Select;transcript_id=NM_000024.6"
137,NC_000005.10,BestRefSeq,CDS,148826832,148828073,.,+,0,"ID=cds-NP_000015.2;Parent=rna-NM_000024.6;Dbxref=CCDS:CCDS4292.1,Ensembl:ENSP00000305372.4,GeneID:154,Genbank:NP_000015.2,HGNC:HGNC:286,MIM:109690;Name=NP_000015.2;gbkey=CDS;gene=ADRB2;product=beta-2 adrenergic receptor;protein_id=NP_000015.2;tag=MANE Select"
138,NC_000008.11,BestRefSeq,mRNA,18391282,18401218,.,+,.,"ID=rna-NM_000015.3;Parent=gene-NAT2;Dbxref=Ensembl:ENST00000286479.4,GeneID:10,Genbank:NM_000015.3,HGNC:HGNC:7646,MIM:612182;Name=NM_000015.3;gbkey=mRNA;gene=NAT2;product=N-acetyltransferase 2;tag=MANE Select;transcript_id=NM_000015.3"
139,NC_000008.11,BestRefSeq,exon,18391282,18391345,.,+,.,"ID=exon-NM_000015.3-1;Parent=rna-NM_000015.3;Dbxref=Ensembl:ENST00000286479.4,GeneID:10,Genbank:NM_000015.3,HGNC:HGNC:7646,MIM:612182;gbkey=mRNA;gene=NAT2;product=N-acetyltransferase 2;tag=MANE Select;transcript_id=NM_000015.3"
140,NC_000008.11,BestRefSeq,exon,18399998,18401218,.,+,.,"ID=exon-NM_000015.3-2;Parent=rna-NM_000015.3;Dbxref=Ensembl:ENST00000286479.4,GeneID:10,Genbank:NM_000015.3,HGNC:HGNC:7646,MIM:612182;gbkey=mRNA;gene=NAT2;product=N-acetyltransferase 2;tag=MANE Select;transcript_id=NM_000015.3"
141,NC_000008.11,BestRefSeq,CDS,18400004,18400876,.,+,0,"ID=cds-NP_000006.2;Parent=rna-NM_000015.3;Dbxref=CCDS:CCDS6008.1,Ensembl:ENSP00000286479.3,GeneID:10,Genbank:NP_000006.2,HGNC:HGNC:7646,MIM:612182;Name=NP_000006.2;gbkey=CDS;gene=NAT2;product=arylamine N-acetyltransferase 2;protein_id=NP_000006.2;tag=MANE Select"
142,NC_000008.11,BestRefSeq,mRNA,37962990,37966599,.,-,.,"ID=rna-NM_000025.3;Parent=gene-ADRB3;Dbxref=Ensembl:ENST00000345060.5,GeneID:155,Genbank:NM_000025.3,HGNC:HGNC:288,MIM:109691;Name=NM_000025.3;gbkey=mRNA;gene=ADRB3;product=adrenoceptor beta 3;tag=MANE Select;transcript_id=NM_000025.3"
143,NC_000008.11,BestRefSeq,exon,37965265,37966599,.,-,.,"ID=exon-NM_000025.3-1;Parent=rna-NM_000025.3;Dbxref=Ensembl:ENST00000345060.5,GeneID:155,Genbank:NM_000025.3,HGNC:HGNC:288,MIM:109691;gbkey=mRNA;gene=ADRB3;product=adrenoceptor beta 3;tag=MANE Select;transcript_id=NM_000025.3"
144,NC_000008.11,BestRefSeq,exon,37962990,37964239,.,-,.,"ID=exon-NM_000025.3-2;Parent=rna-NM_000025.3;Dbxref=Ensembl:ENST00000345060.5,GeneID:155,Genbank:NM_000025.3,HGNC:HGNC:288,MIM:109691;gbkey=mRNA;gene=ADRB3;product=adrenoceptor beta 3;tag=MANE Select;transcript_id=NM_000025.3"
145,NC_000008.11,BestRefSeq,CDS,37965265,37966469,.,-,0,"ID=cds-NP_000016.1;Parent=rna-NM_000025.3;Dbxref=CCDS:CCDS6099.1,Ensembl:ENSP00000343782.3,GeneID:155,Genbank:NP_000016.1,HGNC:HGNC:288,MIM:109691;Name=NP_000016.1;gbkey=CDS;gene=ADRB3;product=beta-3 adrenergic receptor;protein_id=NP_000016.1;tag=MANE Select"
146,NC_000008.11,BestRefSeq,CDS,37964218,37964239,.,-,1,"ID=cds-NP_000016.1;Parent=rna-NM_000025.3;Dbxref=CCDS:CCDS6099.1,Ensembl:ENSP00000343782.3,GeneID:155,Genbank:NP_000016.1,HGNC:HGNC:288,MIM:109691;Name=NP_000016.1;gbkey=CDS;gene=ADRB3;product=beta-3 adrenergic receptor;protein_id=NP_000016.1;tag=MANE Select"
147,NC_000009.12,BestRefSeq,mRNA,113386312,113401284,.,-,.,"ID=rna-NM_000031.6;Parent=gene-ALAD;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;Name=NM_000031.6;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
148,NC_000009.12,BestRefSeq,exon,113401212,113401284,.,-,.,"ID=exon-NM_000031.6-1;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
149,NC_000009.12,BestRefSeq,exon,113393447,113393634,.,-,.,"ID=exon-NM_000031.6-2;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
150,NC_000009.12,BestRefSeq,exon,113392119,113392169,.,-,.,"ID=exon-NM_000031.6-3;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
151,NC_000009.12,BestRefSeq,exon,113391527,113391623,.,-,.,"ID=exon-NM_000031.6-4;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
152,NC_000009.12,BestRefSeq,exon,113390798,113390933,.,-,.,"ID=exon-NM_000031.6-5;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
153,NC_000009.12,BestRefSeq,exon,113390593,113390676,.,-,.,"ID=exon-NM_000031.6-6;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
154,NC_000009.12,BestRefSeq,exon,113390405,113390493,.,-,.,"ID=exon-NM_000031.6-7;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
155,NC_000009.12,BestRefSeq,exon,113389773,113389828,.,-,.,"ID=exon-NM_000031.6-8;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
156,NC_000009.12,BestRefSeq,exon,113389599,113389686,.,-,.,"ID=exon-NM_000031.6-9;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
157,NC_000009.12,BestRefSeq,exon,113389438,113389524,.,-,.,"ID=exon-NM_000031.6-10;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
158,NC_000009.12,BestRefSeq,exon,113388977,113389106,.,-,.,"ID=exon-NM_000031.6-11;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
159,NC_000009.12,BestRefSeq,exon,113386312,113388361,.,-,.,"ID=exon-NM_000031.6-12;Parent=rna-NM_000031.6;Dbxref=Ensembl:ENST00000409155.8,GeneID:210,Genbank:NM_000031.6,HGNC:HGNC:395,MIM:125270;gbkey=mRNA;gene=ALAD;product=aminolevulinate dehydratase%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000031.6"
160,NC_000009.12,BestRefSeq,CDS,113393447,113393559,.,-,0,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
161,NC_000009.12,BestRefSeq,CDS,113392119,113392169,.,-,1,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
162,NC_000009.12,BestRefSeq,CDS,113391527,113391623,.,-,1,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
163,NC_000009.12,BestRefSeq,CDS,113390798,113390933,.,-,0,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
164,NC_000009.12,BestRefSeq,CDS,113390593,113390676,.,-,2,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
165,NC_000009.12,BestRefSeq,CDS,113390405,113390493,.,-,2,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
166,NC_000009.12,BestRefSeq,CDS,113389773,113389828,.,-,0,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
167,NC_000009.12,BestRefSeq,CDS,113389599,113389686,.,-,1,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
168,NC_000009.12,BestRefSeq,CDS,113389438,113389524,.,-,0,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
169,NC_000009.12,BestRefSeq,CDS,113388977,113389106,.,-,0,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
170,NC_000009.12,BestRefSeq,CDS,113388300,113388361,.,-,2,"ID=cds-NP_000022.3;Parent=rna-NM_000031.6;Dbxref=CCDS:CCDS6794.2,Ensembl:ENSP00000386284.3,GeneID:210,Genbank:NP_000022.3,HGNC:HGNC:395,MIM:125270;Name=NP_000022.3;Note=isoform b is encoded by transcript variant 2;gbkey=CDS;gene=ALAD;product=delta-aminolevulinic acid dehydratase isoform b;protein_id=NP_000022.3;tag=MANE Select"
171,NC_000011.10,BestRefSeq,mRNA,108121567,108147603,.,+,.,"ID=rna-NM_000019.4;Parent=gene-ACAT1;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;Name=NM_000019.4;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
172,NC_000011.10,BestRefSeq,exon,108121567,108121678,.,+,.,"ID=exon-NM_000019.4-1;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
173,NC_000011.10,BestRefSeq,exon,108131907,108131954,.,+,.,"ID=exon-NM_000019.4-2;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
174,NC_000011.10,BestRefSeq,exon,108133820,108133937,.,+,.,"ID=exon-NM_000019.4-3;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
175,NC_000011.10,BestRefSeq,exon,108134221,108134316,.,+,.,"ID=exon-NM_000019.4-4;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
176,NC_000011.10,BestRefSeq,exon,108135142,108135242,.,+,.,"ID=exon-NM_000019.4-5;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
177,NC_000011.10,BestRefSeq,exon,108138898,108139041,.,+,.,"ID=exon-NM_000019.4-6;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
178,NC_000011.10,BestRefSeq,exon,108140065,108140215,.,+,.,"ID=exon-NM_000019.4-7;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
179,NC_000011.10,BestRefSeq,exon,108141605,108141700,.,+,.,"ID=exon-NM_000019.4-8;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
180,NC_000011.10,BestRefSeq,exon,108142437,108142550,.,+,.,"ID=exon-NM_000019.4-9;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
181,NC_000011.10,BestRefSeq,exon,108143983,108144047,.,+,.,"ID=exon-NM_000019.4-10;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
182,NC_000011.10,BestRefSeq,exon,108146202,108146359,.,+,.,"ID=exon-NM_000019.4-11;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
183,NC_000011.10,BestRefSeq,exon,108147270,108147603,.,+,.,"ID=exon-NM_000019.4-12;Parent=rna-NM_000019.4;Dbxref=Ensembl:ENST00000265838.9,GeneID:38,Genbank:NM_000019.4,HGNC:HGNC:93,MIM:607809;gbkey=mRNA;gene=ACAT1;product=acetyl-CoA acetyltransferase 1%2C transcript variant 2;tag=MANE Select;transcript_id=NM_000019.4"
184,NC_000011.10,BestRefSeq,CDS,108121607,108121678,.,+,0,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
185,NC_000011.10,BestRefSeq,CDS,108131907,108131954,.,+,0,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
186,NC_000011.10,BestRefSeq,CDS,108133820,108133937,.,+,0,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
187,NC_000011.10,BestRefSeq,CDS,108134221,108134316,.,+,2,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
188,NC_000011.10,BestRefSeq,CDS,108135142,108135242,.,+,2,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
189,NC_000011.10,BestRefSeq,CDS,108138898,108139041,.,+,0,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
190,NC_000011.10,BestRefSeq,CDS,108140065,108140215,.,+,0,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
191,NC_000011.10,BestRefSeq,CDS,108141605,108141700,.,+,2,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
192,NC_000011.10,BestRefSeq,CDS,108142437,108142550,.,+,2,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
193,NC_000011.10,BestRefSeq,CDS,108143983,108144047,.,+,2,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
194,NC_000011.10,BestRefSeq,CDS,108146202,108146359,.,+,0,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
195,NC_000011.10,BestRefSeq,CDS,108147270,108147390,.,+,1,"ID=cds-NP_000010.1;Parent=rna-NM_000019.4;Dbxref=CCDS:CCDS8339.1,Ensembl:ENSP00000265838.4,GeneID:38,Genbank:NP_000010.1,HGNC:HGNC:93,MIM:607809;Name=NP_000010.1;Note=isoform b precursor is encoded by transcript variant 2;gbkey=CDS;gene=ACAT1;product=acetyl-CoA acetyltransferase%2C mitochondrial isoform b precursor;protein_id=NP_000010.1;tag=MANE Select"
196,NC_000012.12,BestRefSeq,mRNA,9067708,9115919,.,-,.,"ID=rna-NM_000014.6;Parent=gene-A2M;Dbxref=Ensembl:ENST00000318602.12,GeneID:2,Genbank:NM_000014.6,HGNC:HGNC:7,MIM:103950;Name=NM_000014.6;gbkey=mRNA;gene=A2M;product=alpha-2-macroglobulin%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000014.6"
